Event_Name,Match_Type,Match_Num,Scouter_Initials,Team_Num,Team_Name,Start_Position,Auto_Cargo_Upper,Auto_Cargo_Lower,Auto_Tarmac,Tele_Cargo_Upper,Tele_Cargo_Lower,Hangar_Level,Hangar_Time,Use_Launch_Pad,Cargo_Loaded_Start,Defense_Rating,Speed_Rating,Tippy,Died_in_Match,Penalties
MidwestRegional,Qual,9,JD,5559,Gear Grinders,3,0,1,1,7,9,0,3,1,1,3,1,0,0,0
PacificRegional,Playoff,10,TR,5559,Gear Grinders,3,4,4,0,6,5,2,15,1,1,1,4,0,0,0
MidwestRegional,Playoff,11,XZ,5559,Gear Grinders,2,3,3,1,8,9,3,7,1,1,5,5,1,0,0
NEDistrict,Playoff,12,XZ,5559,Gear Grinders,2,1,0,0,1,2,0,8,0,0,5,1,0,0,0
MidwestRegional,Playoff,13,LS,5559,Gear Grinders,3,0,3,1,1,7,3,6,1,0,3,3,0,0,0
MidwestRegional,Qual,14,KP,5559,Gear Grinders,3,0,1,0,0,7,4,9,0,0,3,1,1,0,0
LoneStarRegional,Playoff,15,TR,5559,Gear Grinders,2,3,3,1,4,6,0,28,1,0,3,2,0,0,1
NEDistrict,Playoff,16,MK,5559,Gear Grinders,2,4,1,0,5,2,3,1,1,1,5,4,1,0,0
PacificRegional,Qual,17,LS,5559,Gear Grinders,2,1,4,0,5,6,2,7,1,0,3,2,1,0,0
MidwestRegional,Playoff,18,TR,5559,Gear Grinders,1,3,0,0,6,5,4,30,1,1,4,5,0,1,2
LoneStarRegional,Playoff,19,LS,5559,Gear Grinders,2,0,4,1,8,4,0,23,1,1,1,4,0,0,0
PacificRegional,Playoff,20,MK,5559,Gear Grinders,2,3,2,0,3,7,3,6,0,0,1,3,1,0,0
PacificRegional,Qual,21,LS,5559,Gear Grinders,3,4,3,1,4,4,0,14,1,1,3,1,1,0,0
PacificRegional,Qual,22,JD,5559,Gear Grinders,2,0,4,0,7,6,2,7,1,0,3,3,0,0,0
LoneStarRegional,Playoff,23,XZ,5559,Gear Grinders,1,3,1,1,4,6,4,11,0,1,3,4,1,0,0
PacificRegional,Playoff,24,LS,5559,Gear Grinders,1,2,0,1,8,0,1,29,1,1,2,4,1,0,1
PacificRegional,Qual,25,TR,5559,Gear Grinders,3,1,4,1,6,4,2,17,0,0,2,3,1,0,0
PacificRegional,Playoff,26,MK,5559,Gear Grinders,2,0,4,1,1,9,2,22,1,1,4,3,1,0,0
NEDistrict,Playoff,27,MK,5559,Gear Grinders,3,4,1,0,9,9,1,1,1,1,3,3,1,0,1
PacificRegional,Playoff,28,KP,5559,Gear Grinders,1,2,2,1,9,4,4,17,0,0,3,1,1,0,0
LoneStarRegional,Playoff,29,LS,5559,Gear Grinders,2,3,2,1,8,4,3,29,1,0,5,4,0,0,0
PacificRegional,Qual,30,MK,5559,Gear Grinders,3,0,3,0,4,7,3,10,0,1,4,3,0,0,0
LoneStarRegional,Qual,31,XZ,5559,Gear Grinders,1,1,4,1,8,8,1,28,1,0,2,1,0,0,0
MidwestRegional,Playoff,32,AB,5559,Gear Grinders,3,3,3,1,7,8,0,18,1,1,4,5,0,0,0
MidwestRegional,Playoff,33,AB,5559,Gear Grinders,2,2,0,1,7,6,3,2,1,1,2,2,1,0,0
MidwestRegional,Qual,1,KP,5612,RoboRaptors,1,0,0,0,0,6,1,7,0,1,2,1,0,0,0
LoneStarRegional,Playoff,2,XZ,5612,RoboRaptors,3,2,3,0,6,6,3,23,0,0,4,3,1,0,0
NEDistrict,Playoff,3,JD,5612,RoboRaptors,2,0,0,1,1,5,4,1,0,0,2,5,0,0,0
NEDistrict,Qual,4,JD,5612,RoboRaptors,3,2,4,0,3,9,1,24,1,0,2,1,1,0,0
MidwestRegional,Playoff,5,XZ,5612,RoboRaptors,1,0,4,1,8,8,0,25,0,1,4,1,1,0,0
MidwestRegional,Playoff,6,LS,5612,RoboRaptors,3,2,0,1,4,2,1,30,0,1,4,1,0,1,0
MidwestRegional,Qual,7,AB,5612,RoboRaptors,3,0,3,1,5,9,2,5,1,1,4,4,1,0,0
NEDistrict,Qual,8,AB,5612,RoboRaptors,2,3,1,0,6,7,1,21,1,0,1,3,1,0,0
PacificRegional,Playoff,9,TR,5612,RoboRaptors,1,0,0,1,5,1,4,19,0,0,1,4,0,1,0
PacificRegional,Playoff,10,JD,5612,RoboRaptors,2,3,1,1,3,1,0,26,1,1,4,5,1,0,0
PacificRegional,Qual,11,AB,5612,RoboRaptors,2,2,3,0,8,7,3,23,1,1,4,3,1,0,0
LoneStarRegional,Playoff,12,LS,5612,RoboRaptors,2,3,3,1,5,5,3,27,1,1,5,4,0,0,1
LoneStarRegional,Playoff,13,JD,5612,RoboRaptors,3,1,1,1,7,4,1,23,1,0,2,1,1,0,0
PacificRegional,Playoff,14,AB,5612,RoboRaptors,1,1,1,0,7,5,2,27,1,1,5,2,1,0,0
PacificRegional,Playoff,15,XZ,5612,RoboRaptors,3,1,4,1,4,6,1,29,0,1,4,5,0,0,1
PacificRegional,Qual,16,XZ,5612,RoboRaptors,3,4,0,0,8,8,3,19,0,1,4,5,0,0,1
LoneStarRegional,Qual,17,AB,5612,RoboRaptors,2,3,4,0,3,6,0,4,0,1,4,3,0,0,0
NEDistrict,Qual,18,MK,5612,RoboRaptors,2,4,4,0,5,8,3,26,0,1,4,2,0,0,0
PacificRegional,Playoff,19,MK,5612,RoboRaptors,3,4,1,1,5,3,0,3,0,1,3,4,0,0,0
MidwestRegional,Playoff,20,JD,5612,RoboRaptors,2,2,0,1,8,0,2,22,0,1,2,2,0,0,1
NEDistrict,Qual,21,TR,5612,RoboRaptors,1,0,0,0,9,5,1,12,1,0,2,5,0,0,0
NEDistrict,Qual,22,TR,5612,RoboRaptors,3,1,4,1,8,7,0,29,0,0,2,2,0,0,1
PacificRegional,Playoff,23,MK,5612,RoboRaptors,2,3,0,0,6,3,1,30,0,1,5,5,1,0,1
NEDistrict,Qual,24,JD,5612,RoboRaptors,1,4,3,0,9,6,1,7,1,1,5,1,0,0,0
LoneStarRegional,Qual,25,XZ,5612,RoboRaptors,1,3,2,1,3,6,4,29,1,1,4,3,0,0,0
PacificRegional,Qual,26,AB,5612,RoboRaptors,1,3,0,1,5,9,0,5,0,1,2,5,0,0,0
PacificRegional,Playoff,27,KP,5612,RoboRaptors,2,2,4,0,8,8,0,6,0,0,3,5,0,0,0
MidwestRegional,Qual,28,TR,5612,RoboRaptors,3,1,0,0,5,4,3,16,0,0,3,2,1,0,0
MidwestRegional,Qual,29,KP,5612,RoboRaptors,1,4,0,0,5,7,4,4,1,0,4,1,0,0,0
LoneStarRegional,Qual,30,LS,5612,RoboRaptors,2,1,2,1,6,6,1,28,1,1,2,1,0,0,0
NEDistrict,Playoff,31,AB,5612,RoboRaptors,2,1,4,1,7,4,4,8,0,1,1,1,0,1,1
PacificRegional,Qual,32,XZ,5612,RoboRaptors,2,0,2,1,7,9,2,11,0,1,1,1,0,0,0
MidwestRegional,Playoff,33,KP,5612,RoboRaptors,2,0,2,1,0,7,3,22,1,0,3,3,0,0,0
MidwestRegional,Playoff,1,KP,5676,The H.E.R.O.E.S,2,3,4,0,6,9,4,8,1,0,4,5,1,0,0
PacificRegional,Playoff,2,AB,5676,The H.E.R.O.E.S,2,1,2,0,2,7,2,24,0,0,2,2,1,0,0
NEDistrict,Qual,3,TR,5676,The H.E.R.O.E.S,1,2,2,0,9,6,2,15,1,1,2,4,1,0,1
MidwestRegional,Playoff,4,LS,5676,The H.E.R.O.E.S,1,3,2,1,3,8,4,9,0,0,4,5,0,0,1
LoneStarRegional,Qual,5,AB,5676,The H.E.R.O.E.S,3,4,1,0,8,8,3,26,1,0,3,2,1,0,0
NEDistrict,Playoff,6,LS,5676,The H.E.R.O.E.S,1,3,2,1,4,2,4,4,0,1,2,2,1,0,1
MidwestRegional,Playoff,7,AB,5676,The H.E.R.O.E.S,3,3,3,1,4,8,3,7,0,1,4,3,0,0,0
LoneStarRegional,Qual,8,TR,5676,The H.E.R.O.E.S,3,2,0,1,4,7,1,21,0,1,1,2,1,1,0
NEDistrict,Playoff,9,AB,5676,The H.E.R.O.E.S,1,2,1,1,9,3,0,15,0,0,4,1,0,0,0
MidwestRegional,Qual,10,KP,5676,The H.E.R.O.E.S,1,2,3,1,9,6,0,16,1,1,3,2,0,0,0
PacificRegional,Playoff,11,MK,5676,The H.E.R.O.E.S,2,0,2,0,3,9,3,30,0,1,1,5,1,0,0
PacificRegional,Qual,12,XZ,5676,The H.E.R.O.E.S,3,0,0,1,5,5,2,23,1,1,1,3,1,0,1
PacificRegional,Qual,13,LS,5676,The H.E.R.O.E.S,2,3,0,0,5,2,1,29,1,1,1,2,1,0,0
NEDistrict,Playoff,14,TR,5676,The H.E.R.O.E.S,2,2,1,1,6,9,0,16,1,1,1,2,1,0,0
LoneStarRegional,Playoff,15,XZ,5676,The H.E.R.O.E.S,3,0,2,1,5,5,1,17,0,0,5,1,1,0,0
NEDistrict,Qual,16,KP,5676,The H.E.R.O.E.S,2,2,2,1,4,5,0,18,1,1,4,2,0,0,0
PacificRegional,Qual,17,XZ,5676,The H.E.R.O.E.S,3,3,4,0,5,7,2,3,1,0,2,5,1,0,1
MidwestRegional,Playoff,18,XZ,5676,The H.E.R.O.E.S,1,2,3,1,5,8,4,5,1,0,4,1,1,1,0
MidwestRegional,Qual,19,JD,5676,The H.E.R.O.E.S,1,3,4,1,5,4,1,5,0,1,5,2,0,0,0
NEDistrict,Qual,20,LS,5676,The H.E.R.O.E.S,2,0,4,0,2,9,0,30,1,0,3,4,0,0,2
LoneStarRegional,Playoff,21,LS,5676,The H.E.R.O.E.S,3,1,4,0,9,6,4,28,1,0,4,2,1,0,0
LoneStarRegional,Qual,22,MK,5676,The H.E.R.O.E.S,1,0,2,0,6,4,3,27,0,0,3,3,0,0,0
MidwestRegional,Qual,23,LS,5676,The H.E.R.O.E.S,1,0,1,0,7,2,1,14,1,0,3,2,0,0,0
LoneStarRegional,Playoff,24,JD,5676,The H.E.R.O.E.S,1,4,4,1,7,8,3,22,1,0,3,2,1,0,1
LoneStarRegional,Playoff,25,KP,5676,The H.E.R.O.E.S,1,1,2,1,3,5,4,25,0,1,2,3,0,0,0
NEDistrict,Playoff,26,JD,5676,The H.E.R.O.E.S,3,3,3,0,3,4,4,2,0,1,3,2,1,0,0
PacificRegional,Playoff,27,TR,5676,The H.E.R.O.E.S,1,1,3,1,9,3,0,7,1,1,1,3,1,0,0
MidwestRegional,Qual,28,XZ,5676,The H.E.R.O.E.S,3,4,3,0,7,9,1,24,1,1,5,2,1,0,1
MidwestRegional,Qual,29,TR,5676,The H.E.R.O.E.S,3,3,1,1,3,2,3,17,0,0,2,4,1,0,1
LoneStarRegional,Playoff,30,KP,5676,The H.E.R.O.E.S,1,3,0,1,5,7,4,14,1,0,3,2,1,0,0
MidwestRegional,Qual,31,JD,5676,The H.E.R.O.E.S,3,1,1,1,9,9,3,7,1,0,1,1,1,0,0
PacificRegional,Playoff,32,XZ,5676,The H.E.R.O.E.S,2,3,0,0,7,0,0,4,1,1,2,2,0,0,0
PacificRegional,Playoff,33,LS,5676,The H.E.R.O.E.S,3,4,3,1,4,7,1,13,1,1,2,4,1,0,0
NEDistrict,Playoff,1,TR,5756,REC'in Crew,3,1,3,0,2,9,3,15,1,0,3,5,0,0,1
NEDistrict,Playoff,2,LS,5756,REC'in Crew,3,1,4,0,8,5,2,29,1,1,1,4,1,0,1
LoneStarRegional,Qual,3,KP,5756,REC'in Crew,3,0,0,1,8,4,2,10,1,1,1,1,0,0,0
PacificRegional,Qual,4,JD,5756,REC'in Crew,2,2,3,0,4,8,2,23,0,0,4,2,0,0,0
LoneStarRegional,Qual,5,XZ,5756,REC'in Crew,1,4,1,1,4,3,2,10,0,1,1,4,0,0,0
LoneStarRegional,Qual,6,LS,5756,REC'in Crew,1,4,3,0,5,4,3,19,1,1,3,3,1,0,1
MidwestRegional,Playoff,7,AB,5756,REC'in Crew,3,0,4,0,7,5,1,14,0,1,3,1,1,0,0
MidwestRegional,Playoff,8,XZ,5756,REC'in Crew,1,0,2,0,7,9,2,4,1,0,2,1,1,0,0
NEDistrict,Qual,9,AB,5756,REC'in Crew,3,4,3,0,5,6,3,20,0,1,2,3,0,0,0
NEDistrict,Qual,10,JD,5756,REC'in Crew,3,3,0,0,9,8,2,9,1,0,3,2,0,0,0
NEDistrict,Qual,11,KP,5756,REC'in Crew,2,1,0,1,5,6,3,24,1,0,5,5,1,0,0
MidwestRegional,Playoff,12,TR,5756,REC'in Crew,2,4,2,0,9,3,0,15,1,0,2,4,1,0,0
NEDistrict,Qual,13,XZ,5756,REC'in Crew,2,3,2,0,9,6,1,10,1,0,4,3,0,0,0
NEDistrict,Qual,14,TR,5756,REC'in Crew,2,2,1,0,2,2,4,15,1,1,1,5,0,0,0
MidwestRegional,Qual,15,KP,5756,REC'in Crew,1,3,3,1,6,9,2,23,1,1,4,3,1,0,0
LoneStarRegional,Playoff,16,TR,5756,REC'in Crew,1,1,2,1,2,4,3,13,1,0,5,1,0,0,0
NEDistrict,Qual,17,AB,5756,REC'in Crew,3,0,3,1,2,8,1,25,0,0,3,2,0,0,0
MidwestRegional,Playoff,18,JD,5756,REC'in Crew,2,3,0,0,3,4,2,14,0,1,5,3,0,0,0
MidwestRegional,Playoff,19,LS,5756,REC'in Crew,1,1,0,0,4,0,1,30,1,1,1,3,1,0,0
PacificRegional,Playoff,20,AB,5756,REC'in Crew,1,0,2,1,7,5,4,25,1,0,2,3,0,0,0
LoneStarRegional,Playoff,21,LS,5756,REC'in Crew,1,1,0,0,3,6,1,23,1,1,2,5,1,0,0
PacificRegional,Qual,22,AB,5756,REC'in Crew,1,2,0,1,4,2,1,14,1,0,1,3,1,0,0
PacificRegional,Qual,23,AB,5756,REC'in Crew,3,2,1,1,2,8,4,3,1,0,1,4,0,0,0
PacificRegional,Playoff,24,XZ,5756,REC'in Crew,2,4,3,0,5,8,0,28,0,1,2,1,1,0,0
MidwestRegional,Qual,25,AB,5756,REC'in Crew,2,2,0,1,3,3,0,8,0,1,4,4,0,0,0
PacificRegional,Playoff,26,MK,5756,REC'in Crew,2,3,2,0,3,2,2,13,1,0,5,3,1,0,0
NEDistrict,Qual,27,MK,5756,REC'in Crew,2,0,1,0,1,2,0,29,0,1,1,3,0,0,0
LoneStarRegional,Qual,28,AB,5756,REC'in Crew,3,3,2,0,8,3,0,10,0,0,2,4,1,0,0
LoneStarRegional,Playoff,29,KP,5756,REC'in Crew,2,3,4,0,9,5,4,8,0,0,3,3,1,0,0
MidwestRegional,Qual,30,TR,5756,REC'in Crew,2,3,3,1,6,4,1,10,0,0,3,4,0,0,1
PacificRegional,Playoff,31,MK,5756,REC'in Crew,1,0,2,1,8,7,1,16,1,1,5,5,0,0,0
PacificRegional,Playoff,32,AB,5756,REC'in Crew,2,4,1,1,4,6,0,10,1,0,4,4,0,0,1
NEDistrict,Qual,33,LS,5756,REC'in Crew,2,3,2,0,3,9,0,13,1,0,3,4,1,0,0
NEDistrict,Qual,1,AB,6101,Strange Quarks,3,2,3,0,7,3,0,23,1,1,5,5,1,0,1
LoneStarRegional,Qual,2,JD,6101,Strange Quarks,1,4,3,0,8,3,0,4,1,1,5,1,0,0,0
NEDistrict,Qual,3,LS,6101,Strange Quarks,3,2,3,0,7,6,2,29,0,0,4,4,1,0,0
LoneStarRegional,Qual,4,AB,6101,Strange Quarks,1,0,1,0,1,4,1,1,0,0,2,1,1,0,0
LoneStarRegional,Playoff,5,XZ,6101,Strange Quarks,2,0,0,0,8,4,0,29,0,0,4,1,0,0,2
MidwestRegional,Playoff,6,JD,6101,Strange Quarks,2,4,1,0,8,7,0,29,0,1,4,4,1,0,0
PacificRegional,Qual,7,KP,6101,Strange Quarks,1,0,3,1,3,3,3,23,1,0,5,5,1,0,0
LoneStarRegional,Qual,8,KP,6101,Strange Quarks,1,3,1,1,8,1,2,4,0,1,3,2,1,0,0
PacificRegional,Playoff,9,KP,6101,Strange Quarks,2,0,4,0,3,5,4,7,0,0,2,5,0,0,0
MidwestRegional,Qual,10,AB,6101,Strange Quarks,2,1,1,0,8,7,2,18,0,1,5,5,1,0,1
NEDistrict,Qual,11,KP,6101,Strange Quarks,3,2,2,0,9,7,0,20,1,0,2,1,1,0,1
MidwestRegional,Qual,12,LS,6101,Strange Quarks,3,2,3,1,3,7,4,26,1,0,2,2,1,0,0
MidwestRegional,Qual,13,MK,6101,Strange Quarks,1,4,0,0,6,9,4,12,0,1,5,1,0,0,0
LoneStarRegional,Qual,14,AB,6101,Strange Quarks,1,0,1,1,6,3,2,11,1,0,1,3,1,0,0
LoneStarRegional,Playoff,15,MK,6101,Strange Quarks,1,1,3,1,8,5,1,4,1,0,5,1,0,0,0
LoneStarRegional,Qual,16,XZ,6101,Strange Quarks,3,3,1,0,5,2,2,10,1,0,2,3,0,0,0
LoneStarRegional,Playoff,17,LS,6101,Strange Quarks,3,3,2,0,7,9,1,30,0,1,5,5,0,0,0
NEDistrict,Qual,18,TR,6101,Strange Quarks,2,0,3,1,8,9,0,10,1,0,3,2,0,0,0
PacificRegional,Qual,19,MK,6101,Strange Quarks,1,2,2,1,2,8,2,25,0,0,5,4,1,0,0
PacificRegional,Playoff,20,JD,6101,Strange Quarks,2,2,1,0,9,3,3,2,0,1,1,5,0,0,0
LoneStarRegional,Qual,21,LS,6101,Strange Quarks,2,3,4,1,9,6,3,3,0,0,5,4,1,0,0
MidwestRegional,Playoff,22,LS,6101,Strange Quarks,3,3,0,0,5,1,4,29,0,1,2,3,0,0,0
NEDistrict,Playoff,23,LS,6101,Strange Quarks,1,0,0,0,6,4,2,11,0,0,1,5,1,0,0
LoneStarRegional,Qual,24,XZ,6101,Strange Quarks,1,3,3,1,8,8,4,12,0,1,1,5,0,0,0
MidwestRegional,Qual,25,LS,6101,Strange Quarks,1,3,3,0,3,9,1,2,1,1,1,5,0,0,0
PacificRegional,Playoff,26,XZ,6101,Strange Quarks,1,3,1,1,9,7,3,29,1,1,5,3,1,0,0
MidwestRegional,Playoff,27,KP,6101,Strange Quarks,2,1,4,0,3,9,1,14,1,1,4,3,0,0,1
MidwestRegional,Playoff,28,TR,6101,Strange Quarks,3,3,1,1,3,9,0,4,1,0,5,3,0,0,2
NEDistrict,Qual,29,KP,6101,Strange Quarks,2,4,1,1,5,2,0,27,0,0,4,5,0,0,0
LoneStarRegional,Playoff,30,JD,6101,Strange Quarks,3,2,1,0,3,8,1,21,0,0,5,3,0,0,0
LoneStarRegional,Playoff,31,MK,6101,Strange Quarks,2,0,4,0,2,6,1,9,0,1,1,3,1,0,0
PacificRegional,Qual,32,XZ,6101,Strange Quarks,2,1,2,1,1,7,0,23,1,0,5,4,0,0,0
PacificRegional,Qual,33,XZ,6101,Strange Quarks,1,0,2,0,0,2,1,9,0,0,5,1,1,0,0
MidwestRegional,Playoff,1,JD,6150,BlueBotics,1,1,3,1,8,9,3,10,0,1,3,5,1,0,1
PacificRegional,Playoff,2,TR,6150,BlueBotics,2,2,1,0,3,6,3,22,1,0,1,3,0,1,1
LoneStarRegional,Qual,3,KP,6150,BlueBotics,3,4,2,0,5,4,3,11,1,0,4,4,0,0,1
NEDistrict,Playoff,4,JD,6150,BlueBotics,3,3,2,0,9,5,3,25,1,1,1,5,1,1,0
LoneStarRegional,Qual,5,AB,6150,BlueBotics,3,4,2,0,7,8,1,1,1,1,3,3,0,1,2
NEDistrict,Qual,6,XZ,6150,BlueBotics,1,2,4,0,6,8,1,25,0,1,3,4,0,0,1
LoneStarRegional,Qual,7,TR,6150,BlueBotics,3,1,0,0,6,4,1,10,0,0,3,1,1,0,0
NEDistrict,Playoff,8,TR,6150,BlueBotics,3,0,3,1,7,4,2,13,0,0,3,5,0,0,0
MidwestRegional,Playoff,9,KP,6150,BlueBotics,2,2,2,1,9,3,1,11,0,1,3,3,1,0,0
NEDistrict,Playoff,10,TR,6150,BlueBotics,3,3,1,1,8,8,1,20,1,1,5,5,1,0,0
PacificRegional,Playoff,11,XZ,6150,BlueBotics,3,3,1,1,5,9,3,20,0,0,1,3,0,0,0
PacificRegional,Playoff,12,AB,6150,BlueBotics,3,3,1,0,4,3,0,23,1,1,3,3,1,0,0
MidwestRegional,Qual,13,XZ,6150,BlueBotics,2,3,4,0,6,9,1,21,0,1,5,3,0,0,0
PacificRegional,Qual,14,KP,6150,BlueBotics,3,3,3,1,9,8,3,2,0,1,5,1,0,0,0
MidwestRegional,Playoff,15,TR,6150,BlueBotics,2,1,1,0,7,8,2,25,0,0,4,5,0,0,0
MidwestRegional,Playoff,16,LS,6150,BlueBotics,3,2,2,1,5,3,0,15,0,1,3,1,1,0,0
NEDistrict,Qual,17,MK,6150,BlueBotics,1,1,2,1,1,5,1,19,1,1,2,2,1,0,0
PacificRegional,Playoff,18,KP,6150,BlueBotics,1,3,2,0,9,8,4,3,1,0,4,2,0,0,0
MidwestRegional,Qual,19,AB,6150,BlueBotics,2,2,1,0,4,4,4,8,1,1,2,1,1,0,1
NEDistrict,Playoff,20,LS,6150,BlueBotics,1,3,2,1,8,8,4,26,0,0,1,4,1,0,2
LoneStarRegional,Qual,21,KP,6150,BlueBotics,2,3,2,0,8,2,3,27,0,1,2,2,1,0,1
NEDistrict,Qual,22,KP,6150,BlueBotics,3,0,1,1,8,2,1,13,1,0,4,2,0,0,0
MidwestRegional,Qual,23,TR,6150,BlueBotics,2,2,2,1,2,9,3,12,1,1,1,4,1,0,0
PacificRegional,Qual,24,KP,6150,BlueBotics,2,4,4,0,8,7,4,4,0,1,4,5,1,0,0
PacificRegional,Playoff,25,JD,6150,BlueBotics,1,4,1,0,4,8,2,2,0,1,5,1,1,0,0
LoneStarRegional,Playoff,26,LS,6150,BlueBotics,3,2,1,1,2,9,3,19,0,0,5,1,1,0,0
LoneStarRegional,Qual,27,JD,6150,BlueBotics,3,3,1,1,7,9,2,0,0,0,4,2,1,0,0
LoneStarRegional,Playoff,28,LS,6150,BlueBotics,3,1,1,0,3,6,1,9,0,1,5,5,1,0,1
MidwestRegional,Qual,29,MK,6150,BlueBotics,1,4,2,0,5,2,4,28,1,1,1,1,1,0,2
PacificRegional,Playoff,30,TR,6150,BlueBotics,3,0,2,1,9,8,1,29,0,1,5,1,0,0,0
PacificRegional,Playoff,31,JD,6150,BlueBotics,3,2,4,1,9,7,3,1,0,1,2,2,1,0,1
MidwestRegional,Qual,32,MK,6150,BlueBotics,3,4,4,1,4,6,0,30,0,1,2,1,0,0,0
NEDistrict,Qual,33,JD,6150,BlueBotics,3,1,1,0,2,9,4,24,1,1,3,5,0,0,0
NEDistrict,Qual,1,LS,6528,Terror Bytes,3,4,0,1,5,0,0,24,1,0,5,3,0,0,0
MidwestRegional,Playoff,2,JD,6528,Terror Bytes,3,2,2,1,6,9,2,27,1,0,2,5,1,0,1
LoneStarRegional,Qual,3,XZ,6528,Terror Bytes,3,1,0,0,8,1,1,9,1,1,4,2,0,0,1
MidwestRegional,Playoff,4,KP,6528,Terror Bytes,3,1,3,0,8,6,3,13,0,1,5,3,1,0,0
PacificRegional,Playoff,5,MK,6528,Terror Bytes,2,1,2,0,3,7,2,8,0,0,2,2,1,0,0
PacificRegional,Playoff,6,AB,6528,Terror Bytes,2,0,2,1,1,7,1,4,1,1,1,5,0,0,0
PacificRegional,Qual,7,KP,6528,Terror Bytes,3,2,3,0,8,5,2,30,0,0,3,2,1,0,0
MidwestRegional,Qual,8,XZ,6528,Terror Bytes,1,1,4,1,9,8,0,1,1,1,5,5,0,0,0
PacificRegional,Playoff,9,LS,6528,Terror Bytes,3,3,1,1,6,9,2,9,1,0,5,5,1,0,0
NEDistrict,Qual,10,MK,6528,Terror Bytes,2,0,0,1,2,6,3,22,1,0,1,1,0,0,0
NEDistrict,Qual,11,LS,6528,Terror Bytes,3,3,1,0,7,3,1,12,1,1,5,2,1,0,1
MidwestRegional,Qual,12,TR,6528,Terror Bytes,1,0,0,0,7,0,4,16,1,0,4,1,1,0,0
PacificRegional,Qual,13,TR,6528,Terror Bytes,2,1,1,0,8,7,0,1,1,0,1,1,0,0,0
LoneStarRegional,Qual,14,AB,6528,Terror Bytes,2,0,0,0,8,6,4,3,0,0,2,4,0,1,0
NEDistrict,Playoff,15,TR,6528,Terror Bytes,2,0,4,1,3,8,3,24,0,0,3,4,0,0,0
MidwestRegional,Playoff,16,MK,6528,Terror Bytes,1,4,3,0,5,3,1,16,0,0,1,1,0,0,0
NEDistrict,Qual,17,XZ,6528,Terror Bytes,1,4,1,1,5,6,0,17,1,1,2,4,1,0,1
NEDistrict,Playoff,18,TR,6528,Terror Bytes,1,0,2,1,5,3,0,15,0,0,5,5,1,0,1
LoneStarRegional,Playoff,19,XZ,6528,Terror Bytes,3,1,1,0,3,3,4,7,0,1,4,5,1,0,0
NEDistrict,Playoff,20,KP,6528,Terror Bytes,3,0,1,0,0,5,4,1,1,0,5,1,1,0,0
PacificRegional,Qual,21,LS,6528,Terror Bytes,1,4,1,1,4,3,4,27,1,0,5,1,0,0,1
PacificRegional,Qual,22,TR,6528,Terror Bytes,1,1,3,0,4,9,0,1,1,1,2,1,0,0,0
LoneStarRegional,Qual,23,KP,6528,Terror Bytes,3,2,0,0,6,7,2,0,1,0,2,5,0,0,1
PacificRegional,Qual,24,TR,6528,Terror Bytes,1,3,1,0,6,2,0,19,0,0,3,4,1,0,0
LoneStarRegional,Playoff,25,JD,6528,Terror Bytes,3,1,2,0,9,5,2,14,0,0,3,3,1,0,0
PacificRegional,Playoff,26,KP,6528,Terror Bytes,3,1,2,0,7,4,3,14,1,1,4,5,0,0,0
PacificRegional,Playoff,27,MK,6528,Terror Bytes,1,3,3,0,5,4,1,25,1,1,1,5,0,0,0
NEDistrict,Playoff,28,MK,6528,Terror Bytes,3,3,0,1,6,6,0,21,0,1,4,4,1,1,0
NEDistrict,Playoff,29,JD,6528,Terror Bytes,1,3,0,1,9,8,4,29,0,0,2,4,0,0,0
PacificRegional,Qual,30,LS,6528,Terror Bytes,2,4,1,1,5,2,0,25,1,1,1,2,1,0,0
LoneStarRegional,Qual,31,TR,6528,Terror Bytes,1,0,2,1,5,6,4,29,0,0,4,4,1,0,0
PacificRegional,Playoff,32,MK,6528,Terror Bytes,2,0,1,0,6,4,1,1,1,0,4,3,1,0,0
NEDistrict,Playoff,33,TR,6528,Terror Bytes,3,3,2,0,6,6,2,19,0,0,5,4,0,0,0
PacificRegional,Qual,1,JD,6538,Linc-Bots,2,1,4,1,7,6,4,5,0,1,4,4,0,0,0
PacificRegional,Playoff,2,KP,6538,Linc-Bots,1,2,2,0,2,9,0,5,0,1,4,3,0,0,0
PacificRegional,Playoff,3,MK,6538,Linc-Bots,3,2,2,1,9,7,2,5,1,0,2,1,0,0,0
MidwestRegional,Playoff,4,JD,6538,Linc-Bots,2,1,4,0,6,8,3,25,0,0,4,5,0,0,1
LoneStarRegional,Playoff,5,MK,6538,Linc-Bots,1,3,4,1,7,8,0,13,0,0,5,2,0,0,1
MidwestRegional,Playoff,6,MK,6538,Linc-Bots,2,1,3,0,8,8,3,29,0,1,1,4,1,0,1
LoneStarRegional,Qual,7,JD,6538,Linc-Bots,2,3,4,1,3,4,2,4,0,1,5,5,1,0,0
LoneStarRegional,Playoff,8,XZ,6538,Linc-Bots,3,1,4,0,2,4,4,13,0,0,2,2,0,0,0
PacificRegional,Qual,9,XZ,6538,Linc-Bots,2,1,0,1,7,1,1,12,0,0,3,2,0,0,0
LoneStarRegional,Playoff,10,MK,6538,Linc-Bots,2,2,3,1,3,6,1,8,0,1,2,3,0,0,1
MidwestRegional,Playoff,11,TR,6538,Linc-Bots,1,0,0,1,2,3,3,14,0,1,2,2,0,0,0
